date,year,month,fiscalyear,business_area_code,school,emissions,trips
01-04-2022,2022,4,FY21-22,450,JH HEALTH SYSTEM CORPORATION,6.132581944,60
01-04-2022,2022,4,FY21-22,480,Johns Hopkins Hospital,2.252608536,19
01-04-2022,2022,4,FY21-22,540,JHHCG PHARMAQUIP,0.658843111,6
01-04-2022,2022,4,FY21-22,550,Johns Hopkins HealthCare,0.645012825,9
01-04-2022,2022,4,FY21-22,587,EMRS PROJECT,4.437689299,59
01-04-2022,2022,4,FY21-22,600,Suburban Hospital,0.067508792,2
01-04-2022,2022,4,FY21-22,637,SMH FOUNDATION,0.805339427,8
01-04-2022,2022,4,FY21-22,650,All Children’s Hospital,0.408654465,4
01-04-2022,2022,4,FY21-22,658,PEDIATRIC PHYSICIANS SERVICES,2.099476952,18
01-04-2022,2022,4,FY21-22,659,WEST COAST NEONATOLOGY,0.39187114,2
01-05-2022,2022,5,FY21-22,0,Unavailable,40.51088331,89
01-05-2022,2022,5,FY21-22,101,University Administration,14.22237328,73
01-05-2022,2022,5,FY21-22,110,Homewood Student Affairs,13.98133235,74
01-05-2022,2022,5,FY21-22,112,U-WIDE STUDENT AFFAIRS,2.111655674,13
01-05-2022,2022,5,FY21-22,115,Krieger School of Arts and Sciences,67.54516662,279
01-05-2022,2022,5,FY21-22,120,Whiting School of Engineering,59.02574736,211
01-05-2022,2022,5,FY21-22,125,School of Education,4.752288833,38
01-05-2022,2022,5,FY21-22,126,Carey Business School,7.178199,31
01-05-2022,2022,5,FY21-22,130,Sheridan Libraries,0.980522941,10
01-05-2022,2022,5,FY21-22,135,PEABODY INSTITUTE,0.598214973,4
01-05-2022,2022,5,FY21-22,140,NITZE SCH ADV INT STUDIES-SAIS,10.55480924,39
01-05-2022,2022,5,FY21-22,141,BOLOGNA CENTER,3.302070893,12
01-05-2022,2022,5,FY21-22,160,Bloomberg School of Public Health,56.30354655,196
01-05-2022,2022,5,FY21-22,165,School of Nursing (SON),9.193639246,45
01-05-2022,2022,5,FY21-22,170,School of Medicine (SOM),219.1015946,1016
01-05-2022,2022,5,FY21-22,175,JOHNS HOPKINS AT ALL CHILDRENS,4.172527627,20
01-05-2022,2022,5,FY21-22,210,BIOETHICS INSTITUTE,3.876445845,7
01-05-2022,2022,5,FY21-22,211,HUMAN LANGUAGE TECHNOLOGY COE,7.240727117,17
01-05-2022,2022,5,FY21-22,212,CGEPI,0.341124098,4
01-05-2022,2022,5,FY21-22,215,CENTER FOR TALENTED YOUTH,1.351900481,13
01-05-2022,2022,5,FY21-22,235,JHPEIGO,145.808643,317
01-05-2022,2022,5,FY21-22,400,JH Bayview Medical Center,0.544603157,8
01-05-2022,2022,5,FY21-22,440,JH Community Physicians,3.522053522,18
01-05-2022,2022,5,FY21-22,450,JH HEALTH SYSTEM CORPORATION,6.149508384,54
01-05-2022,2022,5,FY21-22,453,CONSOLIDATED SERVICE CENTER,0.393284922,8
01-05-2022,2022,5,FY21-22,462,JHMMC INTRASTAFF DIVISION,0.131959515,4
01-05-2022,2022,5,FY21-22,480,Johns Hopkins Hospital,5.802810008,33
01-05-2022,2022,5,FY21-22,540,JHHCG PHARMAQUIP,0.916290931,10
01-05-2022,2022,5,FY21-22,550,Johns Hopkins HealthCare,1.806614424,18
01-05-2022,2022,5,FY21-22,555,JOHNS HOPKINS IMAGING LLC,0.186828339,4
01-05-2022,2022,5,FY21-22,587,EMRS PROJECT,6.783177239,88
01-05-2022,2022,5,FY21-22,600,Suburban Hospital,0.07816413,3
01-05-2022,2022,5,FY21-22,630,Sibley Memorial Hospital,0.264109699,4
01-05-2022,2022,5,FY21-22,640,Howard County General Hospital,2.056723648,14
01-05-2022,2022,5,FY21-22,650,All Children’s Hospital,4.080496239,30
01-05-2022,2022,5,FY21-22,658,PEDIATRIC PHYSICIANS SERVICES,1.06263804,9
01-06-2022,2022,6,FY21-22,0,Unavailable,3.19336899,5
01-06-2022,2022,6,FY21-22,101,University Administration,52.9326201,173
01-06-2022,2022,6,FY21-22,110,Homewood Student Affairs,35.66944084,208
01-06-2022,2022,6,FY21-22,112,U-WIDE STUDENT AFFAIRS,6.384199195,39
01-06-2022,2022,6,FY21-22,115,Krieger School of Arts and Sciences,88.86318185,328
01-06-2022,2022,6,FY21-22,120,Whiting School of Engineering,62.37371925,268
01-06-2022,2022,6,FY21-22,125,School of Education,4.601298026,29
01-06-2022,2022,6,FY21-22,126,Carey Business School,20.97800474,80
01-06-2022,2022,6,FY21-22,130,Sheridan Libraries,1.191746228,10
01-06-2022,2022,6,FY21-22,135,PEABODY INSTITUTE,3.321126122,11
01-06-2022,2022,6,FY21-22,140,NITZE SCH ADV INT STUDIES-SAIS,33.74225562,96
01-06-2022,2022,6,FY21-22,141,BOLOGNA CENTER,0.569194339,6
01-06-2022,2022,6,FY21-22,142,NANJING CENTER,2.692793631,5
01-06-2022,2022,6,FY21-22,160,Bloomberg School of Public Health,58.19546076,220
01-06-2022,2022,6,FY21-22,165,School of Nursing (SON),7.779269591,25
01-06-2022,2022,6,FY21-22,170,School of Medicine (SOM),168.0878889,842
01-06-2022,2022,6,FY21-22,175,JOHNS HOPKINS AT ALL CHILDRENS,3.30089372,26
01-06-2022,2022,6,FY21-22,190,JH TECHNOLOGY VENTURES,0.321355151,2
01-06-2022,2022,6,FY21-22,205,AICGS,0.178006826,3
01-06-2022,2022,6,FY21-22,210,BIOETHICS INSTITUTE,6.59482449,19
01-06-2022,2022,6,FY21-22,212,CGEPI,2.23621552,16
01-06-2022,2022,6,FY21-22,215,CENTER FOR TALENTED YOUTH,3.076171673,18
01-06-2022,2022,6,FY21-22,235,JHPEIGO,168.9560072,268
01-06-2022,2022,6,FY21-22,251,JHU PRESS BOOK DIVISION,1.046822626,9
01-06-2022,2022,6,FY21-22,400,JH Bayview Medical Center,0.462865629,2
01-06-2022,2022,6,FY21-22,440,JH Community Physicians,2.758472857,9
01-06-2022,2022,6,FY21-22,450,JH HEALTH SYSTEM CORPORATION,8.468698924,46
01-06-2022,2022,6,FY21-22,453,CONSOLIDATED SERVICE CENTER,0.658843111,6
01-06-2022,2022,6,FY21-22,480,Johns Hopkins Hospital,12.69556063,89
01-06-2022,2022,6,FY21-22,550,Johns Hopkins HealthCare,1.474116526,11
01-06-2022,2022,6,FY21-22,555,JOHNS HOPKINS IMAGING LLC,0.205303007,2
01-06-2022,2022,6,FY21-22,585,JHMI UTILITIES LLC,0.21961437,2
01-06-2022,2022,6,FY21-22,587,EMRS PROJECT,2.53634648,28
01-06-2022,2022,6,FY21-22,630,Sibley Memorial Hospital,0.929718182,6
01-06-2022,2022,6,FY21-22,640,Howard County General Hospital,0.247455256,5
01-06-2022,2022,6,FY21-22,650,All Children’s Hospital,2.814491478,15
01-06-2022,2022,6,FY21-22,654,ACH FOUNDATION,0.439228741,4
01-06-2022,2022,6,FY21-22,658,PEDIATRIC PHYSICIANS SERVICES,1.622770158,13
01-07-2022,2022,7,FY22-23,0,Unavailable,1.33948883,2
01-07-2022,2022,7,FY22-23,100,INSTITUTION WIDE FUNDS,2.647016522,8
01-07-2022,2022,7,FY22-23,101,University Administration,10.74794732,82
01-07-2022,2022,7,FY22-23,110,Homewood Student Affairs,20.77086501,138
01-07-2022,2022,7,FY22-23,112,U-WIDE STUDENT AFFAIRS,1.616382297,8
01-07-2022,2022,7,FY22-23,114,555 PENN,0.596393527,2
01-07-2022,2022,7,FY22-23,115,Krieger School of Arts and Sciences,116.4399492,391
01-07-2022,2022,7,FY22-23,120,Whiting School of Engineering,45.98359753,176
01-07-2022,2022,7,FY22-23,125,School of Education,3.68075137,20
01-07-2022,2022,7,FY22-23,126,Carey Business School,18.6944435,70
01-07-2022,2022,7,FY22-23,130,Sheridan Libraries,2.361342798,10
01-07-2022,2022,7,FY22-23,135,PEABODY INSTITUTE,3.553921218,24
01-07-2022,2022,7,FY22-23,140,NITZE SCH ADV INT STUDIES-SAIS,15.35344395,39
01-07-2022,2022,7,FY22-23,141,BOLOGNA CENTER,1.752232269,6
01-07-2022,2022,7,FY22-23,160,Bloomberg School of Public Health,63.13265946,181
01-07-2022,2022,7,FY22-23,165,School of Nursing (SON),20.48402651,67
01-07-2022,2022,7,FY22-23,170,School of Medicine (SOM),171.6962327,726
01-07-2022,2022,7,FY22-23,175,JOHNS HOPKINS AT ALL CHILDRENS,1.557776653,10
01-07-2022,2022,7,FY22-23,190,JH TECHNOLOGY VENTURES,0.500507395,2
01-07-2022,2022,7,FY22-23,210,BIOETHICS INSTITUTE,1.951166712,7
01-07-2022,2022,7,FY22-23,211,HUMAN LANGUAGE TECHNOLOGY COE,3.85711257,16
01-07-2022,2022,7,FY22-23,212,CGEPI,0.98615752,5
01-07-2022,2022,7,FY22-23,215,CENTER FOR TALENTED YOUTH,1.365526589,14
01-07-2022,2022,7,FY22-23,235,JHPEIGO,65.96244073,148
01-07-2022,2022,7,FY22-23,400,JH Bayview Medical Center,1.481200576,9
01-07-2022,2022,7,FY22-23,440,JH Community Physicians,1.545930264,5
01-07-2022,2022,7,FY22-23,450,JH HEALTH SYSTEM CORPORATION,8.580422426,51
01-07-2022,2022,7,FY22-23,462,JHMMC INTRASTAFF DIVISION,0.243293171,2
01-07-2022,2022,7,FY22-23,480,Johns Hopkins Hospital,1.588622825,9
01-07-2022,2022,7,FY22-23,520,Johns Hopkins International,7.29797737,12
01-07-2022,2022,7,FY22-23,550,Johns Hopkins HealthCare,2.425409029,23
01-07-2022,2022,7,FY22-23,555,JOHNS HOPKINS IMAGING LLC,1.038744747,4
01-07-2022,2022,7,FY22-23,587,EMRS PROJECT,1.181858377,9
01-07-2022,2022,7,FY22-23,650,All Children’s Hospital,2.698741846,24
01-07-2022,2022,7,FY22-23,655,ACH RESEARCH INSTITUTE,1.600474189,5
01-07-2022,2022,7,FY22-23,658,PEDIATRIC PHYSICIANS SERVICES,0.109807185,1
01-08-2022,2022,8,FY22-23,0,Unavailable,3.333268965,4
01-08-2022,2022,8,FY22-23,101,University Administration,29.73174848,110
01-08-2022,2022,8,FY22-23,110,Homewood Student Affairs,18.54951419,93
01-08-2022,2022,8,FY22-23,112,U-WIDE STUDENT AFFAIRS,1.481044979,9
01-08-2022,2022,8,FY22-23,114,555 PENN,0.348937051,2
01-08-2022,2022,8,FY22-23,115,Krieger School of Arts and Sciences,88.56683302,320
01-08-2022,2022,8,FY22-23,120,Whiting School of Engineering,42.20768565,156
01-08-2022,2022,8,FY22-23,125,School of Education,3.298556639,29
01-08-2022,2022,8,FY22-23,126,Carey Business School,12.9061257,60
01-08-2022,2022,8,FY22-23,130,Sheridan Libraries,2.085826875,19
01-08-2022,2022,8,FY22-23,135,PEABODY INSTITUTE,0.123337928,2
01-08-2022,2022,8,FY22-23,140,NITZE SCH ADV INT STUDIES-SAIS,11.29298791,28
01-08-2022,2022,8,FY22-23,141,BOLOGNA CENTER,1.435656649,4
01-08-2022,2022,8,FY22-23,142,NANJING CENTER,1.395398245,5
01-08-2022,2022,8,FY22-23,160,Bloomberg School of Public Health,54.19416993,176
01-08-2022,2022,8,FY22-23,165,School of Nursing (SON),4.729025143,20
01-08-2022,2022,8,FY22-23,170,School of Medicine (SOM),170.5403069,687
01-08-2022,2022,8,FY22-23,175,JOHNS HOPKINS AT ALL CHILDRENS,2.49404207,5
01-08-2022,2022,8,FY22-23,210,BIOETHICS INSTITUTE,3.483794199,12
01-08-2022,2022,8,FY22-23,212,CGEPI,0.664556288,5
01-08-2022,2022,8,FY22-23,215,CENTER FOR TALENTED YOUTH,0.491625632,6
01-08-2022,2022,8,FY22-23,235,JHPEIGO,125.8637954,235
01-08-2022,2022,8,FY22-23,255,JHU PRESS MUSE,0.2483672,2
01-08-2022,2022,8,FY22-23,400,JH Bayview Medical Center,0.586095571,10
01-08-2022,2022,8,FY22-23,440,JH Community Physicians,0.548585739,3
01-08-2022,2022,8,FY22-23,450,JH HEALTH SYSTEM CORPORATION,5.033986375,33
01-08-2022,2022,8,FY22-23,480,Johns Hopkins Hospital,3.171791819,29
01-08-2022,2022,8,FY22-23,520,Johns Hopkins International,1.019304578,6
01-08-2022,2022,8,FY22-23,550,Johns Hopkins HealthCare,1.919526734,25
01-08-2022,2022,8,FY22-23,587,EMRS PROJECT,1.976398071,28
01-08-2022,2022,8,FY22-23,600,Suburban Hospital,0.21961437,2
01-08-2022,2022,8,FY22-23,650,All Children’s Hospital,1.330696552,11
01-08-2022,2022,8,FY22-23,654,ACH FOUNDATION,0.259946393,2
01-08-2022,2022,8,FY22-23,658,PEDIATRIC PHYSICIANS SERVICES,0.422445415,5
01-09-2022,2022,9,FY22-23,101,University Administration,32.74044917,158
01-09-2022,2022,9,FY22-23,110,Homewood Student Affairs,25.95856788,157
01-09-2022,2022,9,FY22-23,112,U-WIDE STUDENT AFFAIRS,1.210274518,3
01-09-2022,2022,9,FY22-23,115,Krieger School of Arts and Sciences,56.01867795,235
01-09-2022,2022,9,FY22-23,120,Whiting School of Engineering,46.72563974,132
01-09-2022,2022,9,FY22-23,125,School of Education,7.877129711,42
01-09-2022,2022,9,FY22-23,126,Carey Business School,7.260123324,49
01-09-2022,2022,9,FY22-23,130,Sheridan Libraries,1.401678025,4
01-09-2022,2022,9,FY22-23,135,PEABODY INSTITUTE,1.671376123,19
01-09-2022,2022,9,FY22-23,140,NITZE SCH ADV INT STUDIES-SAIS,5.900679256,37
01-09-2022,2022,9,FY22-23,141,BOLOGNA CENTER,1.930100763,8
01-09-2022,2022,9,FY22-23,142,NANJING CENTER,0.119115746,2
01-09-2022,2022,9,FY22-23,160,Bloomberg School of Public Health,85.50585557,279
01-09-2022,2022,9,FY22-23,165,School of Nursing (SON),8.242775266,45
01-09-2022,2022,9,FY22-23,170,School of Medicine (SOM),242.547104,871
01-09-2022,2022,9,FY22-23,175,JOHNS HOPKINS AT ALL CHILDRENS,8.95103681,35
01-09-2022,2022,9,FY22-23,190,JH TECHNOLOGY VENTURES,0.096016235,2
01-09-2022,2022,9,FY22-23,210,BIOETHICS INSTITUTE,2.142059298,6
01-09-2022,2022,9,FY22-23,211,HUMAN LANGUAGE TECHNOLOGY COE,0.410606015,4
01-09-2022,2022,9,FY22-23,212,CGEPI,1.039143763,8
01-09-2022,2022,9,FY22-23,215,CENTER FOR TALENTED YOUTH,0.499466569,6
01-09-2022,2022,9,FY22-23,220,EVERGREEN HOUSE,0.535244976,8
01-09-2022,2022,9,FY22-23,235,JHPEIGO,106.9929771,222
01-09-2022,2022,9,FY22-23,252,JHU PRESS JOURNALS DIVISION,0.324217424,2
01-09-2022,2022,9,FY22-23,255,JHU PRESS MUSE,0.2483672,2
01-09-2022,2022,9,FY22-23,440,JH Community Physicians,1.542476304,6
01-09-2022,2022,9,FY22-23,450,JH HEALTH SYSTEM CORPORATION,11.95919799,75
01-09-2022,2022,9,FY22-23,462,JHMMC INTRASTAFF DIVISION,0.316151019,2
01-09-2022,2022,9,FY22-23,480,Johns Hopkins Hospital,3.367984127,19
01-09-2022,2022,9,FY22-23,520,Johns Hopkins International,7.775107493,10
01-09-2022,2022,9,FY22-23,550,Johns Hopkins HealthCare,4.576627224,38
01-09-2022,2022,9,FY22-23,587,EMRS PROJECT,0.630740798,6
01-09-2022,2022,9,FY22-23,650,All Children’s Hospital,1.191225815,10
01-09-2022,2022,9,FY22-23,653,ALL CHILDRENS HEALTH SYSTEM,0.359995831,4
01-09-2022,2022,9,FY22-23,654,ACH FOUNDATION,0.610444684,5
01-09-2022,2022,9,FY22-23,655,ACH RESEARCH INSTITUTE,0.369753579,4
01-09-2022,2022,9,FY22-23,658,PEDIATRIC PHYSICIANS SERVICES,1.611362496,9
01-09-2022,2022,9,FY22-23,659,WEST COAST NEONATOLOGY,0.322551125,4
01-10-2022,2022,10,FY22-23,100,INSTITUTION WIDE FUNDS,0.775155461,6
01-10-2022,2022,10,FY22-23,101,University Administration,35.68842452,157
01-10-2022,2022,10,FY22-23,110,Homewood Student Affairs,12.77731585,99
01-10-2022,2022,10,FY22-23,112,U-WIDE STUDENT AFFAIRS,1.938445588,7
01-10-2022,2022,10,FY22-23,115,Krieger School of Arts and Sciences,73.21253818,307
01-10-2022,2022,10,FY22-23,120,Whiting School of Engineering,54.75492428,254
01-10-2022,2022,10,FY22-23,125,School of Education,7.54532945,56
01-10-2022,2022,10,FY22-23,126,Carey Business School,23.65366815,113
01-10-2022,2022,10,FY22-23,130,Sheridan Libraries,0.315110193,6
01-10-2022,2022,10,FY22-23,135,PEABODY INSTITUTE,2.870384431,22
01-10-2022,2022,10,FY22-23,140,NITZE SCH ADV INT STUDIES-SAIS,11.51960703,49
01-10-2022,2022,10,FY22-23,141,BOLOGNA CENTER,3.1204317,10
01-10-2022,2022,10,FY22-23,160,Bloomberg School of Public Health,132.6287877,405
01-10-2022,2022,10,FY22-23,165,School of Nursing (SON),8.996095266,62
01-10-2022,2022,10,FY22-23,170,School of Medicine (SOM),310.2904228,1359
01-10-2022,2022,10,FY22-23,175,JOHNS HOPKINS AT ALL CHILDRENS,3.728135224,24
01-10-2022,2022,10,FY22-23,190,JH TECHNOLOGY VENTURES,0.514168242,2
01-10-2022,2022,10,FY22-23,210,BIOETHICS INSTITUTE,17.87382776,48
01-10-2022,2022,10,FY22-23,212,CGEPI,1.230361174,10
01-10-2022,2022,10,FY22-23,215,CENTER FOR TALENTED YOUTH,0.81847986,4
01-10-2022,2022,10,FY22-23,235,JHPEIGO,116.157844,240
01-10-2022,2022,10,FY22-23,251,JHU PRESS BOOK DIVISION,0.510004936,8
01-10-2022,2022,10,FY22-23,252,JHU PRESS JOURNALS DIVISION,2.01505026,10
01-10-2022,2022,10,FY22-23,255,JHU PRESS MUSE,0.54604355,3
01-10-2022,2022,10,FY22-23,430,JHBMC GRANT COMPANY,1.532817115,4
01-10-2022,2022,10,FY22-23,450,JH HEALTH SYSTEM CORPORATION,19.8174668,104
01-10-2022,2022,10,FY22-23,480,Johns Hopkins Hospital,12.70148167,52
01-10-2022,2022,10,FY22-23,520,Johns Hopkins International,22.78082733,37
01-10-2022,2022,10,FY22-23,550,Johns Hopkins HealthCare,4.320011116,23
01-10-2022,2022,10,FY22-23,585,JHMI UTILITIES LLC,0.54721448,2
01-10-2022,2022,10,FY22-23,587,EMRS PROJECT,0.747104895,12
01-10-2022,2022,10,FY22-23,600,Suburban Hospital,0.486055797,4
01-10-2022,2022,10,FY22-23,630,Sibley Memorial Hospital,0.140771771,2
01-10-2022,2022,10,FY22-23,640,Howard County General Hospital,0.806849678,2
01-10-2022,2022,10,FY22-23,650,All Children’s Hospital,12.56712281,51
01-10-2022,2022,10,FY22-23,654,ACH FOUNDATION,1.125523648,8
01-10-2022,2022,10,FY22-23,658,PEDIATRIC PHYSICIANS SERVICES,8.353887492,28
01-10-2022,2022,10,FY22-23,659,WEST COAST NEONATOLOGY,0.388956337,4
01-11-2022,2022,11,FY22-23,101,University Administration,20.88119005,98
01-11-2022,2022,11,FY22-23,110,Homewood Student Affairs,9.09205944,75
01-11-2022,2022,11,FY22-23,112,U-WIDE STUDENT AFFAIRS,3.705090663,33
01-11-2022,2022,11,FY22-23,114,555 PENN,2.803501027,8
01-11-2022,2022,11,FY22-23,115,Krieger School of Arts and Sciences,54.3143131,283
01-11-2022,2022,11,FY22-23,120,Whiting School of Engineering,51.36814396,306
01-11-2022,2022,11,FY22-23,125,School of Education,7.509981143,62
01-11-2022,2022,11,FY22-23,126,Carey Business School,21.32170825,70
01-11-2022,2022,11,FY22-23,130,Sheridan Libraries,0.767006885,10
01-11-2022,2022,11,FY22-23,135,PEABODY INSTITUTE,1.916510281,18
01-11-2022,2022,11,FY22-23,140,NITZE SCH ADV INT STUDIES-SAIS,9.398156901,29
01-11-2022,2022,11,FY22-23,141,BOLOGNA CENTER,0.635359008,14
01-11-2022,2022,11,FY22-23,160,Bloomberg School of Public Health,121.1335468,562
01-11-2022,2022,11,FY22-23,165,School of Nursing (SON),8.190672575,64
01-11-2022,2022,11,FY22-23,170,School of Medicine (SOM),222.4450267,1130
01-11-2022,2022,11,FY22-23,175,JOHNS HOPKINS AT ALL CHILDRENS,1.751580728,13
01-11-2022,2022,11,FY22-23,210,BIOETHICS INSTITUTE,3.998809686,7
01-11-2022,2022,11,FY22-23,212,CGEPI,0.757461413,8
01-11-2022,2022,11,FY22-23,235,JHPEIGO,128.4195139,251
01-11-2022,2022,11,FY22-23,251,JHU PRESS BOOK DIVISION,0.877807433,8
01-11-2022,2022,11,FY22-23,252,JHU PRESS JOURNALS DIVISION,0.773203912,5
01-11-2022,2022,11,FY22-23,255,JHU PRESS MUSE,0.854128165,9
01-11-2022,2022,11,FY22-23,440,JH Community Physicians,1.91715157,8
01-11-2022,2022,11,FY22-23,450,JH HEALTH SYSTEM CORPORATION,11.08342139,80
01-11-2022,2022,11,FY22-23,462,JHMMC INTRASTAFF DIVISION,0.648434847,4
01-11-2022,2022,11,FY22-23,480,Johns Hopkins Hospital,4.028073195,30
01-11-2022,2022,11,FY22-23,520,Johns Hopkins International,13.05425114,21
01-11-2022,2022,11,FY22-23,540,JHHCG PHARMAQUIP,0.331243002,4
01-11-2022,2022,11,FY22-23,550,Johns Hopkins HealthCare,2.115789078,16
01-11-2022,2022,11,FY22-23,587,EMRS PROJECT,0.166532224,2
01-11-2022,2022,11,FY22-23,630,Sibley Memorial Hospital,0.354141183,2
01-11-2022,2022,11,FY22-23,650,All Children’s Hospital,0.76760947,6
01-11-2022,2022,11,FY22-23,654,ACH FOUNDATION,0.396554858,4
01-11-2022,2022,11,FY22-23,658,PEDIATRIC PHYSICIANS SERVICES,1.751190418,14
01-12-2022,2022,12,FY22-23,100,INSTITUTION WIDE FUNDS,0.07923291,1
01-12-2022,2022,12,FY22-23,101,University Administration,33.60454543,132
01-12-2022,2022,12,FY22-23,110,Homewood Student Affairs,36.70340354,113
01-12-2022,2022,12,FY22-23,112,U-WIDE STUDENT AFFAIRS,0.849939365,6
01-12-2022,2022,12,FY22-23,115,Krieger School of Arts and Sciences,44.99651599,155
01-12-2022,2022,12,FY22-23,120,Whiting School of Engineering,43.93384562,213
01-12-2022,2022,12,FY22-23,125,School of Education,5.621643472,34
01-12-2022,2022,12,FY22-23,126,Carey Business School,15.0291443,40
01-12-2022,2022,12,FY22-23,130,Sheridan Libraries,0.198017223,2
01-12-2022,2022,12,FY22-23,135,PEABODY INSTITUTE,2.300945131,14
01-12-2022,2022,12,FY22-23,140,NITZE SCH ADV INT STUDIES-SAIS,9.096784853,24
01-12-2022,2022,12,FY22-23,141,BOLOGNA CENTER,0.867407626,5
01-12-2022,2022,12,FY22-23,142,NANJING CENTER,1.995424082,2
01-12-2022,2022,12,FY22-23,160,Bloomberg School of Public Health,67.82390332,225
01-12-2022,2022,12,FY22-23,165,School of Nursing (SON),1.783688269,6
01-12-2022,2022,12,FY22-23,170,School of Medicine (SOM),120.3812388,484
01-12-2022,2022,12,FY22-23,175,JOHNS HOPKINS AT ALL CHILDRENS,7.077591684,21
01-12-2022,2022,12,FY22-23,190,JH TECHNOLOGY VENTURES,0.106553382,2
01-12-2022,2022,12,FY22-23,210,BIOETHICS INSTITUTE,1.370677668,5
01-12-2022,2022,12,FY22-23,211,HUMAN LANGUAGE TECHNOLOGY COE,2.487282556,4
01-12-2022,2022,12,FY22-23,212,CGEPI,0.284145607,4
01-12-2022,2022,12,FY22-23,215,CENTER FOR TALENTED YOUTH,0.306653478,2
01-12-2022,2022,12,FY22-23,235,JHPEIGO,33.46307571,82
01-12-2022,2022,12,FY22-23,255,JHU PRESS MUSE,0.54643386,4
01-12-2022,2022,12,FY22-23,400,JH Bayview Medical Center,0.54721448,2
01-12-2022,2022,12,FY22-23,440,JH Community Physicians,0.488606897,3
01-12-2022,2022,12,FY22-23,450,JH HEALTH SYSTEM CORPORATION,9.359083066,76
01-12-2022,2022,12,FY22-23,480,Johns Hopkins Hospital,27.70279606,140
01-12-2022,2022,12,FY22-23,520,Johns Hopkins International,5.822141065,11
01-12-2022,2022,12,FY22-23,540,JHHCG PHARMAQUIP,0.54721448,2
01-12-2022,2022,12,FY22-23,550,Johns Hopkins HealthCare,1.763989002,24
01-12-2022,2022,12,FY22-23,630,Sibley Memorial Hospital,0.198017223,2
01-12-2022,2022,12,FY22-23,640,Howard County General Hospital,0.54721448,2
01-12-2022,2022,12,FY22-23,650,All Children’s Hospital,1.27423172,7
01-12-2022,2022,12,FY22-23,653,ALL CHILDRENS HEALTH SYSTEM,0.21961437,2
01-12-2022,2022,12,FY22-23,658,PEDIATRIC PHYSICIANS SERVICES,0.702963042,8
01-12-2022,2022,12,FY22-23,659,WEST COAST NEONATOLOGY,0.211808172,4
01-01-2023,2023,1,FY22-23,100,INSTITUTION WIDE FUNDS,0.115746223,2
01-01-2023,2023,1,FY22-23,101,University Administration,21.88254277,127
01-01-2023,2023,1,FY22-23,110,Homewood Student Affairs,11.61558119,75
01-01-2023,2023,1,FY22-23,112,U-WIDE STUDENT AFFAIRS,2.682339736,23
01-01-2023,2023,1,FY22-23,115,Krieger School of Arts and Sciences,69.67856088,277
01-01-2023,2023,1,FY22-23,120,Whiting School of Engineering,70.96686367,253
01-01-2023,2023,1,FY22-23,125,School of Education,1.782452135,20
01-01-2023,2023,1,FY22-23,126,Carey Business School,10.10084512,75
01-01-2023,2023,1,FY22-23,130,Sheridan Libraries,1.249236085,3
01-01-2023,2023,1,FY22-23,135,PEABODY INSTITUTE,1.735596789,14
01-01-2023,2023,1,FY22-23,140,NITZE SCH ADV INT STUDIES-SAIS,13.58387694,43
01-01-2023,2023,1,FY22-23,141,BOLOGNA CENTER,2.727396636,13
01-01-2023,2023,1,FY22-23,142,NANJING CENTER,0.997712041,1
01-01-2023,2023,1,FY22-23,160,Bloomberg School of Public Health,70.92881631,213
01-01-2023,2023,1,FY22-23,165,School of Nursing (SON),13.99609589,53
01-01-2023,2023,1,FY22-23,170,School of Medicine (SOM),119.0175439,466
01-01-2023,2023,1,FY22-23,175,JOHNS HOPKINS AT ALL CHILDRENS,6.104789634,26
01-01-2023,2023,1,FY22-23,190,JH TECHNOLOGY VENTURES,0.976138813,7
01-01-2023,2023,1,FY22-23,210,BIOETHICS INSTITUTE,23.00612489,47
01-01-2023,2023,1,FY22-23,212,CGEPI,3.35640782,24
01-01-2023,2023,1,FY22-23,215,CENTER FOR TALENTED YOUTH,1.722870762,11
01-01-2023,2023,1,FY22-23,235,JHPEIGO,92.11796807,171
01-01-2023,2023,1,FY22-23,252,JHU PRESS JOURNALS DIVISION,0.663371233,3
01-01-2023,2023,1,FY22-23,400,JH Bayview Medical Center,2.092623435,13
01-01-2023,2023,1,FY22-23,440,JH Community Physicians,1.299486911,5
01-01-2023,2023,1,FY22-23,450,JH HEALTH SYSTEM CORPORATION,9.269669899,56
01-01-2023,2023,1,FY22-23,480,Johns Hopkins Hospital,6.791426169,34
01-01-2023,2023,1,FY22-23,520,Johns Hopkins International,17.68822576,32
01-01-2023,2023,1,FY22-23,530,JHHCG CORP (GROUP),0.372355645,2
01-01-2023,2023,1,FY22-23,550,Johns Hopkins HealthCare,3.330811536,24
01-01-2023,2023,1,FY22-23,587,EMRS PROJECT,0.405662089,6
01-01-2023,2023,1,FY22-23,650,All Children’s Hospital,0.21961437,2
01-01-2023,2023,1,FY22-23,654,ACH FOUNDATION,0.259946393,2
01-01-2023,2023,1,FY22-23,658,PEDIATRIC PHYSICIANS SERVICES,1.375712294,10
01-01-2023,2023,1,FY22-23,659,WEST COAST NEONATOLOGY,0.794280647,15
01-02-2023,2023,2,FY22-23,101,University Administration,9.879267772,80
01-02-2023,2023,2,FY22-23,110,Homewood Student Affairs,5.843124243,51
01-02-2023,2023,2,FY22-23,112,U-WIDE STUDENT AFFAIRS,0.410606015,4
