fiscalyear,school,from_full,to_full,total_trips,total_emissions
FY17-18,530.0,"Baltimore, MARYLAND, US","Charlotte, NORTH CAROLINA, US",2,140.43220506
FY17-18,530.0,"Baltimore, MARYLAND, US","Phoenix, ARIZONA, US",1,352.56375978
FY17-18,530.0,"Baltimore, MARYLAND, US","San Francisco, CALIFORNIA, US",1,433.40753209
FY17-18,530.0,"Charlotte, NORTH CAROLINA, US","Baltimore, MARYLAND, US",2,140.43220506
FY17-18,530.0,"Denver, COLORADO, US","Baltimore, MARYLAND, US",1,262.87493579
FY17-18,530.0,"Hong Kong, HK","San Francisco, CALIFORNIA, US",1,1222.20924051
FY17-18,530.0,"Hong Kong, HK","Toronto, CA",1,1378.23595206
FY17-18,530.0,"Phoenix, ARIZONA, US","Baltimore, MARYLAND, US",1,352.56375978
FY17-18,530.0,"San Francisco, CALIFORNIA, US","Denver, COLORADO, US",1,188.21816373
FY17-18,530.0,"San Francisco, CALIFORNIA, US","Hong Kong, HK",1,1222.20924051
FY17-18,530.0,"Toronto, CA","Hong Kong, HK",1,1378.23595206
FY17-18,530.0,"Toronto, CA","Washington, DISTRICT OF COLUMBIA, US",1,70.0210578
FY17-18,530.0,"Washington, DISTRICT OF COLUMBIA, US","Toronto, CA",1,70.0210578
FY17-18,535.0,"Baltimore, MARYLAND, US","Fort Lauderdale, FLORIDA, US",1,180.61141929
FY17-18,535.0,"Fort Lauderdale, FLORIDA, US","Baltimore, MARYLAND, US",1,180.61141929
FY17-18,540.0,"Baltimore, MARYLAND, US","Boston, MASSACHUSETTS, US",1,71.77646036
FY17-18,540.0,"Baltimore, MARYLAND, US","Phoenix, ARIZONA, US",2,705.12751956
FY17-18,540.0,"Boston, MASSACHUSETTS, US","Baltimore, MARYLAND, US",1,71.77646036
FY17-18,540.0,"Phoenix, ARIZONA, US","Baltimore, MARYLAND, US",2,705.12751956
FY17-18,545.0,"Hong Kong, HK","Toronto, CA",1,1378.23595206
FY17-18,545.0,"Toronto, CA","Hong Kong, HK",1,1378.23595206
FY17-18,545.0,"Toronto, CA","Washington, DISTRICT OF COLUMBIA, US",1,70.0210578
FY17-18,545.0,"Washington, DISTRICT OF COLUMBIA, US","Toronto, CA",1,70.0210578
FY17-18,550.0,"Austin, TEXAS, US","Baltimore, MARYLAND, US",1,236.87048387
FY17-18,550.0,"Austin, TEXAS, US","Washington, DISTRICT OF COLUMBIA, US",1,232.09415596
FY17-18,550.0,"Baltimore, MARYLAND, US","Austin, TEXAS, US",1,236.87048387
FY17-18,550.0,"Baltimore, MARYLAND, US","Boston, MASSACHUSETTS, US",1,71.77646036
FY17-18,550.0,"Baltimore, MARYLAND, US","Chicago, ILLINOIS, US",2,237.17439078
FY17-18,550.0,"Baltimore, MARYLAND, US","Dallas, TEXAS, US",4,852.66298152
FY17-18,550.0,"Baltimore, MARYLAND, US","Las Vegas, NEVADA, US",1,371.31526933
FY17-18,550.0,"Baltimore, MARYLAND, US","Louisville, KENTUCKY, US",11,1057.72756672
FY17-18,550.0,"Baltimore, MARYLAND, US","Orlando, FLORIDA, US",1,153.50020192
FY17-18,550.0,"Baltimore, MARYLAND, US","Portland, MAINE, US",2,175.93034578
FY17-18,550.0,"Baltimore, MARYLAND, US","San Antonio, TEXAS, US",2,496.7381021
FY17-18,550.0,"Boston, MASSACHUSETTS, US","Baltimore, MARYLAND, US",1,71.77646036
FY17-18,550.0,"Chicago, ILLINOIS, US","Baltimore, MARYLAND, US",2,237.17439078
FY17-18,550.0,"Chicago, ILLINOIS, US","London, GB",1,696.63626995
FY17-18,550.0,"Chicago, ILLINOIS, US","Louisville, KENTUCKY, US",2,137.51107004
FY17-18,550.0,"Dallas, TEXAS, US","Baltimore, MARYLAND, US",1,213.16574538
FY17-18,550.0,"Dallas, TEXAS, US","Milwaukee, WISCONSIN, US",3,496.77892541999995
FY17-18,550.0,"Dammam, SA","Dubai, AE",6,415.44527328
FY17-18,550.0,"Dammam, SA","Riyadh, SA",2,105.29693826
FY17-18,550.0,"Dubai, AE","Dammam, SA",8,553.92703104
FY17-18,550.0,"Dubai, AE","Washington, DISTRICT OF COLUMBIA, US",8,9977.21828984
FY17-18,550.0,"Geneva, CH","Porto, PT",1,158.37632015
FY17-18,550.0,"Houston, TEXAS, US","San Antonio, TEXAS, US",2,91.35350808
FY17-18,550.0,"Las Vegas, NEVADA, US","Louisville, KENTUCKY, US",1,286.22587222
FY17-18,550.0,"London, GB","Chicago, ILLINOIS, US",1,696.63626995
FY17-18,550.0,"Louisville, KENTUCKY, US","Baltimore, MARYLAND, US",12,1153.88461824
FY17-18,550.0,"Louisville, KENTUCKY, US","Chicago, ILLINOIS, US",1,68.75553502
FY17-18,550.0,"Louisville, KENTUCKY, US","Houston, TEXAS, US",1,153.50020192
FY17-18,550.0,"Louisville, KENTUCKY, US","Newark, NEW JERSEY, US",1,124.82862672
FY17-18,550.0,"Madison, WISCONSIN, US","Washington, DISTRICT OF COLUMBIA, US",4,550.02613648
FY17-18,550.0,"Milan, IT","Newark, NEW JERSEY, US",1,706.8965299
FY17-18,550.0,"Milwaukee, WISCONSIN, US","Washington, DISTRICT OF COLUMBIA, US",3,369.80480667
FY17-18,550.0,"Newark, NEW JERSEY, US","Louisville, KENTUCKY, US",1,124.82862672
FY17-18,550.0,"Newark, NEW JERSEY, US","Milan, IT",1,706.8965299
FY17-18,550.0,"Newark, NEW JERSEY, US","Paris, FR",1,643.21215783
FY17-18,550.0,"Orlando, FLORIDA, US","Baltimore, MARYLAND, US",1,153.50020192
FY17-18,550.0,"Paris, FR","Milan, IT",1,72.36159455
FY17-18,550.0,"Portland, MAINE, US","Baltimore, MARYLAND, US",2,175.93034578
FY17-18,550.0,"Porto, PT","Newark, NEW JERSEY, US",1,588.90354055
FY17-18,550.0,"Riyadh, SA","Dubai, AE",2,211.4284865
FY17-18,550.0,"San Antonio, TEXAS, US","Baltimore, MARYLAND, US",2,496.7381021
FY17-18,550.0,"San Antonio, TEXAS, US","Chicago, ILLINOIS, US",1,184.15397588
FY17-18,550.0,"St Thomas Island, VI","Washington, DISTRICT OF COLUMBIA, US",1,284.27996085
FY17-18,550.0,"Washington, DISTRICT OF COLUMBIA, US","Austin, TEXAS, US",1,232.09415596
FY17-18,550.0,"Washington, DISTRICT OF COLUMBIA, US","Dubai, AE",8,9977.21828984
FY17-18,550.0,"Washington, DISTRICT OF COLUMBIA, US","Madison, WISCONSIN, US",4,550.02613648
FY17-18,550.0,"Washington, DISTRICT OF COLUMBIA, US","St Thomas Island, VI",1,284.27996085
FY17-18,555.0,"Baltimore, MARYLAND, US","Denver, COLORADO, US",1,262.87493579
FY17-18,555.0,"Baltimore, MARYLAND, US","Detroit, MICHIGAN, US",2,158.76640962
FY17-18,555.0,"Baltimore, MARYLAND, US","Las Vegas, NEVADA, US",1,371.31526933
FY17-18,555.0,"Denver, COLORADO, US","Baltimore, MARYLAND, US",1,262.87493579
FY17-18,555.0,"Denver, COLORADO, US","Santa Ana, CALIFORNIA, US",1,164.61775149
FY17-18,555.0,"Detroit, MICHIGAN, US","Baltimore, MARYLAND, US",2,158.76640962
FY17-18,555.0,"Detroit, MICHIGAN, US","Madison, WISCONSIN, US",2,149.05046054
FY17-18,555.0,"Las Vegas, NEVADA, US","Baltimore, MARYLAND, US",1,371.31526933
FY17-18,555.0,"Madison, WISCONSIN, US","Detroit, MICHIGAN, US",2,149.05046054
FY17-18,555.0,"Santa Ana, CALIFORNIA, US","Denver, COLORADO, US",1,164.61775149
FY17-18,587.0,"Atlanta, GEORGIA, US","Baltimore, MARYLAND, US",1,112.15071932
FY17-18,587.0,"Atlanta, GEORGIA, US","Madison, WISCONSIN, US",5,689.4831179
FY17-18,587.0,"Baltimore, MARYLAND, US","Atlanta, GEORGIA, US",5,560.7535965999999
FY17-18,587.0,"Baltimore, MARYLAND, US","Charlotte, NORTH CAROLINA, US",1,70.21610253
FY17-18,587.0,"Baltimore, MARYLAND, US","Chicago, ILLINOIS, US",17,2052.45568597
FY17-18,587.0,"Baltimore, MARYLAND, US","Detroit, MICHIGAN, US",16,1270.13127696
FY17-18,587.0,"Baltimore, MARYLAND, US","Milwaukee, WISCONSIN, US",1,124.63358199
FY17-18,587.0,"Baltimore, MARYLAND, US","Minneapolis/St Paul, MINNESOTA, US",3,545.9301971699999
FY17-18,587.0,"Charlotte, NORTH CAROLINA, US","Baltimore, MARYLAND, US",6,421.29661518
FY17-18,587.0,"Charlotte, NORTH CAROLINA, US","Madison, WISCONSIN, US",1,137.89662358
FY17-18,587.0,"Chicago, ILLINOIS, US","Baltimore, MARYLAND, US",15,1810.99031115
FY17-18,587.0,"Chicago, ILLINOIS, US","Madison, WISCONSIN, US",17,441.38168637
FY17-18,587.0,"Chicago, ILLINOIS, US","Washington, DISTRICT OF COLUMBIA, US",1,118.97728484
FY17-18,587.0,"Detroit, MICHIGAN, US","Baltimore, MARYLAND, US",10,793.8320481
FY17-18,587.0,"Detroit, MICHIGAN, US","Madison, WISCONSIN, US",16,1192.40368432
FY17-18,587.0,"Madison, WISCONSIN, US","Atlanta, GEORGIA, US",1,137.89662358
FY17-18,587.0,"Madison, WISCONSIN, US","Charlotte, NORTH CAROLINA, US",6,827.3797414800001
FY17-18,587.0,"Madison, WISCONSIN, US","Chicago, ILLINOIS, US",17,441.38168637
FY17-18,587.0,"Madison, WISCONSIN, US","Detroit, MICHIGAN, US",10,745.2523027
FY17-18,587.0,"Madison, WISCONSIN, US","Minneapolis/St Paul, MINNESOTA, US",3,163.71510264
FY17-18,587.0,"Madison, WISCONSIN, US","Washington, DISTRICT OF COLUMBIA, US",10,1375.0653412
FY17-18,587.0,"Minneapolis/St Paul, MINNESOTA, US","Baltimore, MARYLAND, US",3,545.9301971699999
FY17-18,587.0,"Minneapolis/St Paul, MINNESOTA, US","Madison, WISCONSIN, US",3,163.71510264
FY17-18,587.0,"Washington, DISTRICT OF COLUMBIA, US","Chicago, ILLINOIS, US",1,118.97728484
FY17-18,587.0,"Washington, DISTRICT OF COLUMBIA, US","Madison, WISCONSIN, US",4,550.02613648
FY17-18,600.0,"Chicago, ILLINOIS, US","Washington, DISTRICT OF COLUMBIA, US",1,118.97728484
FY17-18,600.0,"Washington, DISTRICT OF COLUMBIA, US","Chicago, ILLINOIS, US",1,118.97728484
FY17-18,640.0,"Baltimore, MARYLAND, US","Cleveland, OHIO, US",1,61.04900026
FY17-18,640.0,"Baltimore, MARYLAND, US","Denver, COLORADO, US",1,262.87493579
FY17-18,640.0,"Baltimore, MARYLAND, US","Minneapolis/St Paul, MINNESOTA, US",2,363.95346478
FY17-18,640.0,"Baltimore, MARYLAND, US","Orlando, FLORIDA, US",1,153.50020192
FY17-18,640.0,"Baltimore, MARYLAND, US","Salt Lake City, UTAH, US",1,328.68212026
FY17-18,640.0,"Baltimore, MARYLAND, US","Seattle, WASHINGTON, US",1,411.64870497
FY17-18,640.0,"Cleveland, OHIO, US","Baltimore, MARYLAND, US",1,61.04900026
FY17-18,640.0,"Denver, COLORADO, US","Los Angeles, CALIFORNIA, US",1,167.73846716
FY17-18,640.0,"Minneapolis/St Paul, MINNESOTA, US","Baltimore, MARYLAND, US",4,727.90692956
FY17-18,640.0,"Minneapolis/St Paul, MINNESOTA, US","Pasco, WASHINGTON, US",2,441.8987817
FY17-18,640.0,"Orlando, FLORIDA, US","Baltimore, MARYLAND, US",1,153.50020192
FY17-18,640.0,"Pasco, WASHINGTON, US","Minneapolis/St Paul, MINNESOTA, US",4,883.7975634
FY17-18,640.0,"Salt Lake City, UTAH, US","Pasco, WASHINGTON, US",1,101.22821448
FY17-18,640.0,"San Diego, CALIFORNIA, US","Baltimore, MARYLAND, US",1,404.74956467
FY17-18,640.0,"Seattle, WASHINGTON, US","Washington, DISTRICT OF COLUMBIA, US",1,406.518575
FY17-18,640.0,"Washington, DISTRICT OF COLUMBIA, US","Seattle, WASHINGTON, US",1,406.518575
FY17-18,650.0,"Guatemala City, GT","Miami, FLORIDA, US",2,360.17050422
FY17-18,650.0,"Miami, FLORIDA, US","Guatemala City, GT",2,360.17050422
FY17-18,650.0,"Miami, FLORIDA, US","Tampa, FLORIDA, US",2,98.0848192
FY17-18,650.0,"Tampa, FLORIDA, US","Miami, FLORIDA, US",2,98.0848192
FY17-18,658.0,"Guatemala City, GT","Miami, FLORIDA, US",1,180.08525211
FY17-18,658.0,"Miami, FLORIDA, US","Guatemala City, GT",1,180.08525211
FY17-18,658.0,"Miami, FLORIDA, US","Tampa, FLORIDA, US",1,49.0424096
FY17-18,658.0,"Tampa, FLORIDA, US","Miami, FLORIDA, US",1,49.0424096
FY18-19,100.0,"Albuquerque, NEW MEXICO, US","Baltimore, MARYLAND, US",1,294.54022079
FY18-19,100.0,"Atlanta, GEORGIA, US","Baltimore, MARYLAND, US",1,112.15071932
FY18-19,100.0,"Atlanta, GEORGIA, US","Orlando, FLORIDA, US",1,78.79807062
FY18-19,100.0,"Baltimore, MARYLAND, US","Atlanta, GEORGIA, US",1,112.15071932
FY18-19,100.0,"Baltimore, MARYLAND, US","Denver, COLORADO, US",2,525.74987158
FY18-19,100.0,"Berlin, DE","Munich, DE",1,71.39997868
FY18-19,100.0,"Denver, COLORADO, US","Baltimore, MARYLAND, US",1,262.87493579
FY18-19,100.0,"Munich, DE","Washington, DISTRICT OF COLUMBIA, US",1,751.65249138
FY18-19,100.0,"Newark, NEW JERSEY, US","Berlin, DE",1,701.58949889
FY18-19,100.0,"Orlando, FLORIDA, US","Atlanta, GEORGIA, US",1,78.79807062
FY18-19,100.0,"Washington, DISTRICT OF COLUMBIA, US","Newark, NEW JERSEY, US",1,47.59998579
FY18-19,101.0,"Abu Dhabi, AE","Hong Kong, HK",1,659.66395395
FY18-19,101.0,"Abuja, NG","Paris, FR",1,490.90036798
FY18-19,101.0,"Addis Ababa, ET","Washington, DISTRICT OF COLUMBIA, US",2,2540.29884118
FY18-19,101.0,"Albany, NEW YORK, US","Baltimore, MARYLAND, US",3,207.70902888
FY18-19,101.0,"Albuquerque, NEW MEXICO, US","Baltimore, MARYLAND, US",1,294.54022079
FY18-19,101.0,"Amsterdam, NL","Atlanta, GEORGIA, US",1,776.064834
FY18-19,101.0,"Amsterdam, NL","Brussels, BE",6,139.91510976
FY18-19,101.0,"Amsterdam, NL","Florence, IT",2,256.28877424
FY18-19,101.0,"Amsterdam, NL","Helsinki, FI",1,184.12222441
FY18-19,101.0,"Amsterdam, NL","Paris, FR",1,59.37978025
FY18-19,101.0,"Amsterdam, NL","Washington, DISTRICT OF COLUMBIA, US",2,1363.55316628
FY18-19,101.0,"Athens, GR","Doha, QA",2,649.58059504
FY18-19,101.0,"Athens, GR","Paris, FR",2,463.12690572
FY18-19,101.0,"Athens, GR","Philadelphia, PENNSYLVANIA, US",1,887.86628718
FY18-19,101.0,"Atlanta, GEORGIA, US","Austin, TEXAS, US",1,157.98623069
FY18-19,101.0,"Atlanta, GEORGIA, US","Baltimore, MARYLAND, US",31,3476.67229892
FY18-19,101.0,"Atlanta, GEORGIA, US","Fort Lauderdale, FLORIDA, US",1,113.3209877
FY18-19,101.0,"Atlanta, GEORGIA, US","Fort Myers, FLORIDA, US",1,100.44803556
FY18-19,101.0,"Atlanta, GEORGIA, US","Greenville/Spartanburg, SOUTH CAROLINA, US",1,36.7818072
FY18-19,101.0,"Atlanta, GEORGIA, US","Knoxville, TENNESSEE, US",1,36.54140323
FY18-19,101.0,"Atlanta, GEORGIA, US","Las Vegas, NEVADA, US",2,615.96939868
FY18-19,101.0,"Atlanta, GEORGIA, US","Madison, WISCONSIN, US",1,137.89662358
FY18-19,101.0,"Atlanta, GEORGIA, US","Miami, FLORIDA, US",1,116.05161391
FY18-19,101.0,"Atlanta, GEORGIA, US","Raleigh/Durham, NORTH CAROLINA, US",1,69.24087888
FY18-19,101.0,"Atlanta, GEORGIA, US","San Jose, CALIFORNIA, US",1,373.08427967
FY18-19,101.0,"Atlanta, GEORGIA, US","Savannah, GEORGIA, US",1,51.44644928
FY18-19,101.0,"Atlanta, GEORGIA, US","Washington, DISTRICT OF COLUMBIA, US",1,103.95884069
FY18-19,101.0,"Atlanta, GEORGIA, US","West Palm Beach, FLORIDA, US",3,318.89813232
FY18-19,101.0,"Austin, TEXAS, US","Baltimore, MARYLAND, US",7,1658.0933870899999
FY18-19,101.0,"Austin, TEXAS, US","Houston, TEXAS, US",1,33.41615164
FY18-19,101.0,"Austin, TEXAS, US","New Orleans, LOUISIANA, US",1,86.20977033
FY18-19,101.0,"Baltimore, MARYLAND, US","Albany, NEW YORK, US",4,276.94537184
FY18-19,101.0,"Baltimore, MARYLAND, US","Atlanta, GEORGIA, US",26,2915.9187023199997
FY18-19,101.0,"Baltimore, MARYLAND, US","Austin, TEXAS, US",7,1658.0933870899999
FY18-19,101.0,"Baltimore, MARYLAND, US","Boston, MASSACHUSETTS, US",35,2512.1761126
FY18-19,101.0,"Baltimore, MARYLAND, US","Charleston, SOUTH CAROLINA, US",7,644.42778547
FY18-19,101.0,"Baltimore, MARYLAND, US","Charlotte, NORTH CAROLINA, US",14,983.02543542
FY18-19,101.0,"Baltimore, MARYLAND, US","Chicago, ILLINOIS, US",42,5008.5536026400005
FY18-19,101.0,"Baltimore, MARYLAND, US","Cincinnati, OHIO, US",7,584.35400884
FY18-19,101.0,"Baltimore, MARYLAND, US","Cleveland, OHIO, US",12,732.5880031199999
FY18-19,101.0,"Baltimore, MARYLAND, US","Columbus, OHIO, US",1,65.3399843
FY18-19,101.0,"Baltimore, MARYLAND, US","Dallas, TEXAS, US",10,2137.31828688
FY18-19,101.0,"Baltimore, MARYLAND, US","Denver, COLORADO, US",28,7360.498202119999
FY18-19,101.0,"Baltimore, MARYLAND, US","Detroit, MICHIGAN, US",19,1508.2808913899999
FY18-19,101.0,"Baltimore, MARYLAND, US","Fort Lauderdale, FLORIDA, US",12,2167.33703148
FY18-19,101.0,"Baltimore, MARYLAND, US","Fort Myers, FLORIDA, US",8,1435.52920728
FY18-19,101.0,"Baltimore, MARYLAND, US","Hartford, CONNECTICUT, US",7,474.55743405
FY18-19,101.0,"Baltimore, MARYLAND, US","Houston, TEXAS, US",10,2197.11083617
FY18-19,101.0,"Baltimore, MARYLAND, US","Indianapolis, INDIANA, US",8,802.02392672
FY18-19,101.0,"Baltimore, MARYLAND, US","Islip, NEW YORK, US",5,263.24234565
FY18-19,101.0,"Baltimore, MARYLAND, US","Jacksonville, FLORIDA, US",6,775.88793294
FY18-19,101.0,"Baltimore, MARYLAND, US","Kansas City, MISSOURI, US",1,187.82807427
FY18-19,101.0,"Baltimore, MARYLAND, US","Las Vegas, NEVADA, US",3,1113.94580799
FY18-19,101.0,"Baltimore, MARYLAND, US","London, GB",21,13455.446410769999
FY18-19,101.0,"Baltimore, MARYLAND, US","Los Angeles, CALIFORNIA, US",9,3696.8777982899996
FY18-19,101.0,"Baltimore, MARYLAND, US","Louisville, KENTUCKY, US",1,96.15705152
FY18-19,101.0,"Baltimore, MARYLAND, US","Manchester, NEW HAMPSHIRE, US",4,293.3472728
FY18-19,101.0,"Baltimore, MARYLAND, US","Memphis, TENNESSEE, US",1,153.11011246
FY18-19,101.0,"Baltimore, MARYLAND, US","Miami, FLORIDA, US",3,554.1220758
FY18-19,101.0,"Baltimore, MARYLAND, US","Minneapolis/St Paul, MINNESOTA, US",7,1273.83712673
FY18-19,101.0,"Baltimore, MARYLAND, US","Montreal, CA",1,89.52553073
FY18-19,101.0,"Baltimore, MARYLAND, US","Nashville, TENNESSEE, US",7,798.70816627
FY18-19,101.0,"Baltimore, MARYLAND, US","New Orleans, LOUISIANA, US",17,2998.29561697
FY18-19,101.0,"Baltimore, MARYLAND, US","Norfolk, VIRGINIA, US",4,152.89692404
FY18-19,101.0,"Baltimore, MARYLAND, US","Oakland, CALIFORNIA, US",1,431.46162073
FY18-19,101.0,"Baltimore, MARYLAND, US","Oklahoma City, OKLAHOMA, US",2,416.07123082
FY18-19,101.0,"Baltimore, MARYLAND, US","Orlando, FLORIDA, US",12,1842.00242304
FY18-19,101.0,"Baltimore, MARYLAND, US","Philadelphia, PENNSYLVANIA, US",3,64.18785962999999
FY18-19,101.0,"Baltimore, MARYLAND, US","Phoenix, ARIZONA, US",3,1057.69127934
FY18-19,101.0,"Baltimore, MARYLAND, US","Pittsburgh, PENNSYLVANIA, US",3,150.73328831999999
FY18-19,101.0,"Baltimore, MARYLAND, US","Portland, MAINE, US",1,87.96517289
FY18-19,101.0,"Baltimore, MARYLAND, US","Providence, RHODE ISLAND, US",5,317.9229087
FY18-19,101.0,"Baltimore, MARYLAND, US","Raleigh/Durham, NORTH CAROLINA, US",18,1103.454216
FY18-19,101.0,"Baltimore, MARYLAND, US","Rochester, NEW YORK, US",1,66.59189931
FY18-19,101.0,"Baltimore, MARYLAND, US","Salt Lake City, UTAH, US",4,1314.72848104
FY18-19,101.0,"Baltimore, MARYLAND, US","San Antonio, TEXAS, US",4,993.4762042
FY18-19,101.0,"Baltimore, MARYLAND, US","San Diego, CALIFORNIA, US",24,9713.98955208
FY18-19,101.0,"Baltimore, MARYLAND, US","San Francisco, CALIFORNIA, US",12,5200.89038508
FY18-19,101.0,"Baltimore, MARYLAND, US","San Jose, CALIFORNIA, US",4,1720.18564984
FY18-19,101.0,"Baltimore, MARYLAND, US","Seattle, WASHINGTON, US",6,2469.89222982
FY18-19,101.0,"Baltimore, MARYLAND, US","St Louis, MISSOURI, US",2,286.715752
FY18-19,101.0,"Baltimore, MARYLAND, US","Tampa, FLORIDA, US",33,5425.949323080001
FY18-19,101.0,"Baltimore, MARYLAND, US","Toronto, CA",7,472.39833424000005
FY18-19,101.0,"Baltimore, MARYLAND, US","West Palm Beach, FLORIDA, US",9,1551.77586594
FY18-19,101.0,"Bangkok, TH","Ho Chi Minh City, VN",2,173.19971958
FY18-19,101.0,"Bangkok, TH","Ko Samui, TH",2,138.95349386
FY18-19,101.0,"Bangor, MAINE, US","Philadelphia, PENNSYLVANIA, US",1,92.06111221
FY18-19,101.0,"Beijing, CN","Changsha, CN",1,164.22766203
FY18-19,101.0,"Beijing, CN","Hong Kong, HK",1,218.64967742
FY18-19,101.0,"Beijing, CN","Nanjing, CN",1,114.88134553
FY18-19,101.0,"Beijing, CN","Shanghai, CN",3,399.06151605
FY18-19,101.0,"Beijing, CN","Washington, DISTRICT OF COLUMBIA, US",5,6103.085655999999
FY18-19,101.0,"Bengaluru, IN","Mumbai, IN",3,302.51437506
FY18-19,101.0,"Bermuda, BM","Philadelphia, PENNSYLVANIA, US",1,152.720023
FY18-19,101.0,"Billings, MONTANA, US","Salt Lake City, UTAH, US",1,75.48231022
FY18-19,101.0,"Bologna, IT","London, GB",11,1551.19073175
FY18-19,101.0,"Bologna, IT","Munich, DE",1,63.46664771
FY18-19,101.0,"Boston, MASSACHUSETTS, US","Baltimore, MARYLAND, US",31,2225.07027116
FY18-19,101.0,"Boston, MASSACHUSETTS, US","Cleveland, OHIO, US",1,109.22504838
FY18-19,101.0,"Boston, MASSACHUSETTS, US","San Francisco, CALIFORNIA, US",1,476.92518634
FY18-19,101.0,"Brussels, BE","Manchester, GB",1,64.75485011
FY18-19,101.0,"Brussels, BE","Milan, IT",1,85.03950195
FY18-19,101.0,"Budapest, HU","Munich, DE",1,68.46069997
FY18-19,101.0,"Budapest, HU","Vienna, AT",1,31.73332386
FY18-19,101.0,"Cairns, AU","Melbourne, AU",2,508.05976824
FY18-19,101.0,"Cedar Rapids, IOWA, US","Detroit, MICHIGAN, US",1,83.47914412
FY18-19,101.0,"Changsha, CN","Beijing, CN",1,164.22766203
FY18-19,101.0,"Charleston, SOUTH CAROLINA, US","Atlanta, GEORGIA, US",1,62.0242239
FY18-19,101.0,"Charleston, SOUTH CAROLINA, US","Baltimore, MARYLAND, US",10,920.6111221000001
FY18-19,101.0,"Charleston, SOUTH CAROLINA, US","Chicago, ILLINOIS, US",2,290.22655712
FY18-19,101.0,"Charleston, SOUTH CAROLINA, US","New York, NEW YORK, US",3,375.07101435
FY18-19,101.0,"Charleston, SOUTH CAROLINA, US","Philadelphia, PENNSYLVANIA, US",1,107.27460109
FY18-19,101.0,"Charlotte, NORTH CAROLINA, US","Baltimore, MARYLAND, US",13,912.80933289
FY18-19,101.0,"Charlotte, NORTH CAROLINA, US","New Orleans, LOUISIANA, US",1,126.77907401
FY18-19,101.0,"Charlotte, NORTH CAROLINA, US","Raleigh/Durham, NORTH CAROLINA, US",2,62.0242239
FY18-19,101.0,"Charlotte, NORTH CAROLINA, US","Savannah, GEORGIA, US",3,153.61813593
FY18-19,101.0,"Charlotte, NORTH CAROLINA, US","Tampa, FLORIDA, US",1,99.08272246
FY18-19,101.0,"Chicago, ILLINOIS, US","Albuquerque, NEW MEXICO, US",1,197.77535546
FY18-19,101.0,"Chicago, ILLINOIS, US","Baltimore, MARYLAND, US",39,4648.50103243
FY18-19,101.0,"Chicago, ILLINOIS, US","Cedar Rapids, IOWA, US",1,46.87877388
FY18-19,101.0,"Chicago, ILLINOIS, US","Charleston, SOUTH CAROLINA, US",2,290.22655712
FY18-19,101.0,"Chicago, ILLINOIS, US","Cincinnati, OHIO, US",1,59.62018422
FY18-19,101.0,"Chicago, ILLINOIS, US","Cleveland, OHIO, US",1,73.32321043
FY18-19,101.0,"Chicago, ILLINOIS, US","Fort Myers, FLORIDA, US",1,195.65254306
FY18-19,101.0,"Chicago, ILLINOIS, US","Hong Kong, HK",2,2750.81107104
FY18-19,101.0,"Chicago, ILLINOIS, US","Kansas City, MISSOURI, US",1,78.21293643
FY18-19,101.0,"Chicago, ILLINOIS, US","Los Angeles, CALIFORNIA, US",1,308.69230347
FY18-19,101.0,"Chicago, ILLINOIS, US","Palm Springs, CALIFORNIA, US",2,582.71200438
FY18-19,101.0,"Chicago, ILLINOIS, US","Peoria, ILLINOIS, US",1,31.01211195
FY18-19,101.0,"Chicago, ILLINOIS, US","Philadelphia, PENNSYLVANIA, US",1,131.65519225
FY18-19,101.0,"Chicago, ILLINOIS, US","Salt Lake City, UTAH, US",1,221.83389602
FY18-19,101.0,"Chicago, ILLINOIS, US","San Francisco, CALIFORNIA, US",1,325.67480269
FY18-19,101.0,"Chicago, ILLINOIS, US","Seattle, WASHINGTON, US",1,305.50808487
FY18-19,101.0,"Chicago, ILLINOIS, US","Shanghai, CN",2,2489.7051456
FY18-19,101.0,"Cincinnati, OHIO, US","Baltimore, MARYLAND, US",7,584.35400884
FY18-19,101.0,"Cleveland, OHIO, US","Baltimore, MARYLAND, US",12,732.5880031199999
FY18-19,101.0,"Columbus, OHIO, US","Baltimore, MARYLAND, US",1,65.3399843
FY18-19,101.0,"Dallas, TEXAS, US","Baltimore, MARYLAND, US",9,1924.1525415
FY18-19,101.0,"Dallas, TEXAS, US","Los Angeles, CALIFORNIA, US",1,211.57363608
FY18-19,101.0,"Dallas, TEXAS, US","Mexico City, MX",1,182.75691131
FY18-19,101.0,"Dallas, TEXAS, US","San Francisco, CALIFORNIA, US",2,516.90481992
FY18-19,101.0,"Dallas, TEXAS, US","Sydney, AU",2,3033.4989226
FY18-19,101.0,"Dallas, TEXAS, US","Vail, COLORADO, US",1,140.23716033
FY18-19,101.0,"Dallas, TEXAS, US","Washington, DISTRICT OF COLUMBIA, US",1,210.33532884
FY18-19,101.0,"Delhi, IN","Bengaluru, IN",3,563.07598965
FY18-19,101.0,"Denver, COLORADO, US","Baltimore, MARYLAND, US",19,4994.62378001
FY18-19,101.0,"Denver, COLORADO, US","Eugene, OREGON, US",3,581.0382484500001
